id                  ,label                              ,community           ,pr
-1808812747603547780,los angeles                        ,-2209714333319565875,1.0000000000000004
-5650405956671312793,rena fritch                        ,8132684862963203237 ,1.0000000000000004
-2195368857514539304,sheldon whitehouse                 ,-5123806391895283158,1.0000000000000004
8061477648783161194 ,sarah huckabee sanders             ,-5123806391895283158,1.0000000000000004
2207951181910596230 ,omar bongo                         ,-9046669626393335991,1.0000000000000004
1999713366976756022 ,andrew harnik                      ,-5123806391895283158,1.0000000000000004
-352743772921911031 ,rudy giuliani                      ,-5123806391895283158,1.0000000000000004
8299787979116023539 ,saleh al-sada                      ,-5123806391895283158,1.0000000000000004
-1731027801387243744,jens stoltenberg                   ,-2209714333319565875,1.0000000000000004
4598025016433322182 ,marco rubio                        ,-2376203089953264870,1.0000000000000004
-6696118242953841843,sergei shoigu                      ,-5123806391895283158,1.0000000000000004
-6032953878285540342,john mccain                        ,-5123806391895283158,1.0000000000000004
4997528300297830977 ,luis almagro                       ,-2498084582014429470,1.0000000000000004
-5546905861789152862,heidi heitkamp                     ,-6817692648362739035,1.0000000000000004
8031900620414283148 ,uhuru kenyatta                     ,-5123806391895283158,1.0000000000000004
2068313584669147388 ,jorge machaen                      ,8132684862963203237 ,1.0000000000000004
-2246787533204096032,eshaq jahangiri                    ,-4678795136086809460,1.0000000000000004
-1873384486558189896,dan patrick                        ,-8778605200936573775,1.0000000000000004
-6557087886148043414,mingpao roger kwok                 ,5602245785061237038 ,1.0000000000000004
8654033189895303472 ,david fleischer                    ,-2498084582014429470,1.0000000000000004
3628073587866111761 ,magne barth                        ,-5123806391895283158,1.0000000000000004
-6458167211260881370,carl vinson                        ,-5123806391895283158,1.0000000000000004
-7764520725921474676,james comey                        ,-5123806391895283158,1.0000000000000004
-5436147869070522378,rodrigo janot                      ,-2498084582014429470,1.0000000000000004
-2573317583224643731,henri deterding                    ,-2019257571715061722,1.0000000000000004
-8483830273295168553,joseph aucoin                      ,-2446107919545999447,1.0000000000000004
1832510329768604584 ,paul ryan                          ,-5123806391895283158,1.0000000000000004
475327060407514070  ,eliza sam                          ,5602245785061237038 ,1.0000000000000004
3424178161097764301 ,josh lederman                      ,-5123806391895283158,1.0000000000000004
-240221642038059400 ,jo-ellen darcy                     ,-6817692648362739035,1.0000000000000004
-2590215365264372847,jenna kemp                         ,-5285211027918953228,1.0000000000000004
4349773873657096066 ,massoud barzani                    ,-2209714333319565875,1.0000000000000004
-4320916854537293366,jane kleeb                         ,-5123806391895283158,1.0000000000000004
-4217944548461635890,indian ocean                       ,-2209714333319565875,1.0000000000000004
-912338197588528809 ,colin powell                       ,-5123806391895283158,1.0000000000000004
-6228318847187622648,rona ambrose                       ,-2209714333319565875,1.0000000000000004
-3970014383349214055,zeina karam                        ,-5123806391895283158,1.0000000000000004
-8326039215255869096,christopher weber                  ,-2209714333319565875,1.0000000000000004
-5888010320500233275,tanya agrawal                      ,-5888010320500233275,1.0000000000000004
7145975412335589964 ,heather nauert                     ,-5123806391895283158,1.0000000000000004
-6403456506570260016,antonio ledezma                    ,-2498084582014429470,1.0000000000000004
-6143583190690227608,xanana gusmao                      ,-6143583190690227608,1.0000000000000004
6700158222676742348 ,vicki granado                      ,-6817692648362739035,1.0000000000000004
5292917381646499355 ,jiang jiemin                       ,2958395493142850367 ,1.0000000000000004
-2396370213945007017,barbara bush                       ,-5123806391895283158,1.0000000000000004
-3295792317031217963,paul manafort                      ,-5123806391895283158,1.0000000000000004
3463066277393505315 ,chuck hagel                        ,-5123806391895283158,1.0000000000000004
-6817692648362739035,jack dalrymple                     ,-6817692648362739035,1.0000000000000004
-2322882221466225088,mark zandi                         ,-5888010320500233275,1.0000000000000004
-9046669626393335991,ali bongo                          ,-9046669626393335991,1.0000000000000004
5894814673196051032 ,gary cohn                          ,-5123806391895283158,1.0000000000000004
4758619683741518573 ,eric schneiderman                  ,-5123806391895283158,1.0000000000000004
-4110069703337102705,abdel-fattah el-sissi              ,-2209714333319565875,1.0000000000000004
-1803485448045374332,fumio kishida                      ,-3401558106062925973,1.0000000000000004
-6483147917796880897,tom iverson                        ,-6817692648362739035,1.0000000000000004
8984620194342160184 ,saeed abedini                      ,-4678795136086809460,1.0000000000000004
-7973773623518359827,timothy gardner                    ,-5123806391895283158,1.0000000000000004
-6378648197850386867,bobby jindal                       ,-2376203089953264870,1.0000000000000004
-603155051097730115 ,elon musk                          ,-5123806391895283158,1.0000000000000004
2995836344708591032 ,henning gloystein                  ,-5123806391895283158,1.0000000000000004
-1735531465603307422,el nino                            ,-2209714333319565875,1.0000000000000004
-8529912235552352334,maria cantwell                     ,-7981629573227806010,1.0000000000000004
7701366164418666024 ,el capitan                         ,-2209714333319565875,1.0000000000000004
-7528366902548308   ,nigel farage                       ,-2209714333319565875,1.0000000000000004
