source              ,target              ,articles
8344494712559261140 ,-6817692648362739035,1239
8521781164735264993 ,90275451384712336   ,1457
8848501731074738718 ,-3463722585218783619,1242
9086266514952383251 ,2784257201517212856 ,1368
-8354583715484812084,-2376203089953264870,1003
-8165127369680017339,1215002096928707874 ,1161
-7695077803468780495,1816234862579105910 ,1206
-7075739384072536391,-2498084582014429470,2932
-6547665733824167393,4184381332395750060 ,1169
-6380341718939214796,-319213317550603216 ,1356
-4729589068185710698,9164093149223641419 ,2364
-4503942782607555752,782645396902566231  ,1216
-4116353207224457088,8521781164735264993 ,2324
-3551898636660656400,7871747628767178370 ,2381
-2209714333319565875,5198481814282868243 ,1125
-2209714333319565875,6611336480032655854 ,1243
-2030977886066610622,6169053225138654698 ,2212
-1843037069962836581,-6406004153667163617,1956
-1808812747603547780,-4503942782607555752,1351
-758527018290989534 ,4184381332395750060 ,2762
-319213317550603216 ,-1258665395754752430,2192
-319213317550603216 ,633087338846443428  ,7574
-232442968513540034 ,5148248206110164236 ,1320
-195293542193935170 ,-2030977886066610622,3764
360482089417387317  ,8848501731074738718 ,1225
922999064520858995  ,7816974886793045061 ,1618
1215002096928707874 ,9169138842085312889 ,3422
1912009536204813657 ,-319213317550603216 ,1347
1932551752666018672 ,-1843037069962836581,2019
1934662040127083418 ,-2030977886066610622,1562
1943401871528076639 ,-4595461474310074429,1134
2873133290080674816 ,633087338846443428  ,1216
3018477597755113547 ,-3131478713916425544,1280
4038455739488905858 ,633087338846443428  ,1058
4184381332395750060 ,-4729589068185710698,1259
4282139899318826593 ,-232442968513540034 ,1890
4671722935545266065 ,-2868799911054493240,1384
6132887020992818052 ,7538947819750950667 ,1567
6382886405921188060 ,6132887020992818052 ,3897
6951659756165809357 ,6382886405921188060 ,1128
8221521381664606233 ,-319213317550603216 ,5072
8362159504359081991 ,-2030977886066610622,1498
8521781164735264993 ,6621018677691448471 ,1484
-9137191236732479290,-7695077803468780495,1836
-8800856954420026473,6919108881676297410 ,1291
-8311584980666851264,2861099842232673667 ,1292
-7764520725921474676,-2209714333319565875,5958
-7531676124604896595,-5123806391895283158,3097
-7241306346921812835,-5123806391895283158,2189
-6378648197850386867,5148248206110164236 ,1029
-5123806391895283158,6382886405921188060 ,6668
-4894173984603446875,-1266629959247391147,1080
-4654810087828893219,-9156255397278359948,1037
-4099678600714178282,-2498084582014429470,1043
-3982908020687971013,6342774253820456939 ,1033
-3222624696690863942,2873133290080674816 ,1034
-3039287807637284542,-2030977886066610622,1461
-2868799911054493240,-6950990616566973209,4969
-2757360214972800765,-7456849817323352874,1355
-2030977886066610622,-2378702456246833943,1260
-2030977886066610622,-1803485448045374332,1002
-2030977886066610622,8670665194432039431 ,3744
-1843037069962836581,-7952294823190575687,1033
-645147010875212004 ,8968304211594570857 ,2096
-441503973431915681 ,-6228318847187622648,2166
-319213317550603216 ,-6378648197850386867,2048
-319213317550603216 ,-1731027801387243744,1943
-319213317550603216 ,2983020730080314239 ,1019
330647866891942974  ,-2209714333319565875,1170
2330092998442649523 ,-319213317550603216 ,5854
2531286090920726071 ,6071396418810432554 ,1238
3236309663757817358 ,-2209714333319565875,1063
4598025016433322182 ,-5078956532520726013,1256
5690402462881397655 ,-5123806391895283158,1503
5925519344790501494 ,-1652469311467641984,1021
6091689289007310276 ,6381873041093583154 ,1183
6382886405921188060 ,4418623468891380562 ,3453
6611336480032655854 ,-319213317550603216 ,2346
7961587406411262285 ,-7695077803468780495,1181
8110740650254788499 ,-4678795136086809460,1518
8344494712559261140 ,7961587406411262285 ,1230
9164093149223641419 ,4418623468891380562 ,1388
-9137191236732479290,-3034747171331345424,2086
-7997757466815276871,1832510329768604584 ,1296
-7241306346921812835,633087338846443428  ,1881
-6150731274223034299,-1266629959247391147,1026
-5842301292766507296,6342774253820456939 ,1426
-4389296294014978424,-4729589068185710698,1004
-3136933928667018684,-319213317550603216 ,3014
-3115061109124204948,-1808812747603547780,2090
-2209714333319565875,-9154042248315997889,2712
-1652469311467641984,7814452207850699285 ,1308
-1266629959247391147,6132887020992818052 ,1169
-526092449043131989 ,-7789283960893038307,1587
-319213317550603216 ,187123691878182345  ,2308
-319213317550603216 ,8221521381664606233 ,5072
-195293542193935170 ,-3131478713916425544,1417
12410057707899824   ,-2030977886066610622,1130
1023364959377668689 ,-319213317550603216 ,1385
1239823298764786415 ,-1808812747603547780,8017
1554551611396352462 ,-2965729282070997844,1044
1832510329768604584 ,6382886405921188060 ,1371
2330092998442649523 ,298627900943414666  ,1022
2605366745580009142 ,5148248206110164236 ,1208
3709675875350988320 ,3045206282787798650 ,1017
5049959027086869363 ,-5358653244239667776,1115
5946092395964618595 ,-319213317550603216 ,1078
6381873041093583154 ,-1843037069962836581,3809
6381873041093583154 ,-232442968513540034 ,2480
6476916968358473459 ,-5757544779208025218,1354
7519218881764246375 ,-1652469311467641984,2664
7538947819750950667 ,-2298273195039270531,3985
7538947819750950667 ,90275451384712336   ,1905
7538947819750950667 ,7622153264349607146 ,1126
7816974886793045061 ,-6950990616566973209,1278
7816974886793045061 ,476135616677260618  ,4332
7871747628767178370 ,-1357072485283351180,1069
7900783657266003435 ,-2030977886066610622,1525
-8709505537947231862,4689682543636010177 ,3147
-8026554220441592583,6537151015827973909 ,1586
-7981629573227806010,6342774253820456939 ,2569
-7515309291958133185,-7997757466815276871,1047
-7267829967023066942,6891633248965691680 ,1133
-6527875328048058380,-319213317550603216 ,1132
-6458167211260881370,-2030977886066610622,3204
-6156992426766342121,-4217944548461635890,1017
-5960365032131816100,-4729589068185710698,1040
-5650405956671312793,5706353703463528776 ,1337
-5123806391895283158,-6225865464430741523,1702
-4595461474310074429,-3922507348792021692,1274
-3922507348792021692,-2376203089953264870,2521
-3678641899310922224,6891633248965691680 ,1653
-2209714333319565875,-7910751992240669385,1548
-2209714333319565875,-5801313175022607534,1895
-2030977886066610622,-2876979887011961297,1047
-2030977886066610622,6456383079574550327 ,1212
-1843037069962836581,7871747628767178370 ,1784
-1808812747603547780,-977966794734927473 ,1962
-1652469311467641984,-7764520725921474676,1413
-352743772921911031 ,8693094688026702427 ,1646
-319213317550603216 ,-4389296294014978424,1546
-319213317550603216 ,-2171465814280876030,1689
-319213317550603216 ,-1216926964751179433,1702
-319213317550603216 ,3668838806884381306 ,1459
-319213317550603216 ,5938483825255926276 ,6513
255048026679909788  ,5106602221392741196 ,1389
476135616677260618  ,-2498084582014429470,2466
2330092998442649523 ,-1843037069962836581,1465
2873133290080674816 ,5690402462881397655 ,2433
2983020730080314239 ,7502968584168722053 ,1205
3867665940551658973 ,-319213317550603216 ,1418
4024005794333692284 ,5345010078989674752 ,1189
4184381332395750060 ,-2209714333319565875,2746
5148248206110164236 ,-3922507348792021692,1657
6546948422644068577 ,-8026554220441592583,3249
6877548276407382121 ,-2209714333319565875,3646
7090419308735054832 ,-1898434984717323372,2163
7490588149625952520 ,4491408375132580815 ,2357
7961587406411262285 ,8344494712559261140 ,1230
8354133301109015038 ,-7170442259137058980,1218
-8987850060965433138,6132887020992818052 ,1169
-8389961796051199048,5375312512869591172 ,1117
-7952294823190575687,4598025016433322182 ,1033
-7456849817323352874,4598025016433322182 ,1333
-5862124489111824165,-8460219923746299350,1242
-5644081230126527937,-6950990616566973209,1058
-5123806391895283158,-4383427925976837532,2341
-5123806391895283158,9014183989093063301 ,3764
-5078956532520726013,-5123806391895283158,1614
-4729589068185710698,4418623468891380562 ,1418
-4678795136086809460,-7512783134188039914,1136
-4383427925976837532,-5123806391895283158,2341
-4079307483102441109,-2019257571715061722,1052
-3463722585218783619,3968009107423201800 ,2044
-2597550477887731461,-7149142999481014549,1582
-2498084582014429470,-344530197605253002 ,2374
-2209714333319565875,3236309663757817358 ,1063
-2030977886066610622,-6537585967691811672,1064
-1854280877140085794,4439239363250194558 ,1005
-1842418496910161609,-1854280877140085794,1103
-1816866046870158706,6132106858894494217 ,1119
-631129468247919933 ,-6817692648362739035,1101
-441503973431915681 ,-5951374250695879160,1887
-319213317550603216 ,-3034908872723999323,1899
-319213317550603216 ,-1652469311467641984,17392
-319213317550603216 ,7871747628767178370 ,6008
-232442968513540034 ,-4584259589746295249,5811
476135616677260618  ,6204253101571450692 ,1326
2330092998442649523 ,-1803485448045374332,1110
2605366745580009142 ,-4595461474310074429,1172
2650009760157840387 ,7522638494915887749 ,1088
2784257201517212856 ,2873133290080674816 ,1521
3815815919996108488 ,7961587406411262285 ,1548
3871463264121914972 ,-319213317550603216 ,1455
4018041505326134685 ,-977966794734927473 ,3062
4598025016433322182 ,-195293542193935170 ,1126
5148248206110164236 ,-6378648197850386867,1029
5679758924589637024 ,-6037475433742513966,1028
5745090389146023302 ,-82939634550614629  ,3204
6700158222676742348 ,-1216926964751179433,2345
6891633248965691680 ,5501004649970139844 ,1123
7490588149625952520 ,6877548276407382121 ,1706
7871747628767178370 ,-814913746738782376 ,1034
7961587406411262285 ,5938483825255926276 ,1983
9014183989093063301 ,-319213317550603216 ,2175
-9143715679620637947,7622153264349607146 ,1108
-8322973427523912719,-2030977886066610622,1352
-8026554220441592583,-798982772758647182 ,1159
-6008091149772391724,1673031328778730547 ,1955
-5123806391895283158,-3467400882301642596,1089
-5078956532520726013,-6032953878285540342,1450
-4584259589746295249,-4894173984603446875,1312
-2209714333319565875,-6862812080889638013,1267
-2209714333319565875,-5044865441892422651,1587
-2030977886066610622,-7205442634066439509,1075
-2030977886066610622,7538947819750950667 ,3101
-2030977886066610622,7622153264349607146 ,2507
-1861103706999304260,7637037118574180081 ,1034
-1843037069962836581,-2498084582014429470,1004
-1816866046870158706,-631129468247919933 ,1827
-319213317550603216 ,-7695077803468780495,1640
-232442968513540034 ,633087338846443428  ,1231
351689780619130825  ,-1652469311467641984,3518
1239823298764786415 ,-8127475772304732794,1486
1673031328778730547 ,-8637585983030559997,2193
1832510329768604584 ,9086266514952383251 ,3649
2995836344708591032 ,1215002096928707874 ,1045
3092674418480392924 ,5166742641393285543 ,1398
4306804722558609636 ,-2126595006563519305,2659
4689682543636010177 ,8008896902596356081 ,1087
5745090389146023302 ,-319213317550603216 ,4239
5925519344790501494 ,-977966794734927473 ,3156
5938483825255926276 ,3968009107423201800 ,1989
6132887020992818052 ,2784257201517212856 ,1725
6138678401118577959 ,-1333572134908333586,2940
6381873041093583154 ,7490588149625952520 ,4393
6382886405921188060 ,-2759353068949435074,1468
8770548263920305041 ,-1652469311467641984,2996
-8311584980666851264,-234711892937886255 ,1179
-8288940420225851572,-2158790193493657764,2209
-8283919745813232577,4253976106295478409 ,1138
-7997757466815276871,6381873041093583154 ,1030
-7531676124604896595,1832510329768604584 ,1246
-7241306346921812835,-4389296294014978424,1073
-6483345718562739300,-758527018290989534 ,1556
-6458167211260881370,-1843037069962836581,1674
-6270542319968030505,-2209714333319565875,2570
-5123806391895283158,-6032953878285540342,5915
-5123806391895283158,-352743772921911031 ,1598
-5123806391895283158,7847643209716875905 ,1413
-3514601723494205038,7871747628767178370 ,1174
-3463722585218783619,3815815919996108488 ,2061
-3295792317031217963,-319213317550603216 ,1014
-2967655140625897205,-6152157406336332429,1143
-2721946395184879286,-2158790193493657764,1447
-2376203089953264870,7490588149625952520 ,2281
-2298273195039270531,8521781164735264993 ,1410
-2171465814280876030,-7512783134188039914,1036
-2138437462078074953,-319213317550603216 ,1495
-2030977886066610622,-6631915044157937023,1304
-2030977886066610622,-5801313175022607534,1615
-2030977886066610622,-1266629959247391147,1811
-1977007926969929341,972166625298665897  ,1330
-1898434984717323372,-7952294823190575687,1630
-1898434984717323372,-4595461474310074429,1804
-1854280877140085794,-8800856954420026473,4894
-1333572134908333586,6138678401118577959 ,2940
-698633528624703244 ,1018642688190632507 ,1139
-443170810026268424 ,-319213317550603216 ,3364
-319213317550603216 ,-8168030487073076892,1023
-319213317550603216 ,-603155051097730115 ,1213
779128267551182966  ,-645147010875212004 ,1260
905554212738677508  ,-3438100517334344641,1300
1917756763019387826 ,-2030977886066610622,2520
2007965506053575896 ,-6557087886148043414,1296
2873133290080674816 ,-3222624696690863942,1034
2873133290080674816 ,-2209714333319565875,2849
3713775365901322386 ,8086321949898543665 ,1021
4491408375132580815 ,-319213317550603216 ,3177
5679758924589637024 ,-2049965148602611775,1036
6382886405921188060 ,4253976106295478409 ,1091
7816974886793045061 ,-2868799911054493240,2242
8086321949898543665 ,4024005794333692284 ,3185
8521781164735264993 ,8741935759798039984 ,1339
8670665194432039431 ,-319213317550603216 ,2755
8848501731074738718 ,3968009107423201800 ,1234
9181171295236226766 ,-2378702456246833943,1226
-8288940420225851572,6228466112440827679 ,1593
-7910751992240669385,-2030977886066610622,1538
-7910751992240669385,-1385774087472095066,2409
-7789283960893038307,-319213317550603216 ,2398
-7785477001454473023,-319213317550603216 ,1094
-7531676124604896595,4598025016433322182 ,1082
-6620101208170088523,-319213317550603216 ,1021
-6557087886148043414,8217712736364394548 ,1296
-5862124489111824165,-2498084582014429470,1534
-5825783656841140364,-5960365032131816100,1751
-5123806391895283158,-8987850060965433138,1100
-5123806391895283158,-4300582705767753623,1564
-5123806391895283158,-2376203089953264870,1853
-5048082271770983855,7538947819750950667 ,1374
-5044865441892422651,-319213317550603216 ,2591
-4729589068185710698,6132887020992818052 ,3354
-4503942782607555752,-1808812747603547780,1351
-4110069703337102705,4420057763900089647 ,2618
-2573317583224643731,-4079307483102441109,1158
-2498084582014429470,7632495519982556382 ,1471
-2489989893588310274,-4729589068185710698,1756
-2376203089953264870,-3922507348792021692,2521
-2209714333319565875,-1843037069962836581,6069
-2030977886066610622,-9136938695385269239,2999
-2019257571715061722,-2573317583224643731,1052
-1086463102053860736,-82939634550614629  ,3204
-344530197605253002 ,-2498084582014429470,2374
-319213317550603216 ,-4460943408250803018,1374
-98432351508960590  ,8234979108958894926 ,1175
180534794879450371  ,8665137029853177390 ,1075
648803521752926221  ,-6225865464430741523,1018
1030373636060469033 ,5805385331953026650 ,1239
1215002096928707874 ,6919108881676297410 ,2491
1832510329768604584 ,3668838806884381306 ,1010
1850445845882857126 ,4257391122516689151 ,1022
1932551752666018672 ,-2209714333319565875,2526
2330092998442649523 ,-8354583715484812084,1295
4484300585804250915 ,-8960197832379606737,1470
5148248206110164236 ,-2209714333319565875,4380
5512656596086630433 ,-3115061109124204948,1039
5745090389146023302 ,-1808812747603547780,3857
6382886405921188060 ,-758527018290989534 ,2520
7490588149625952520 ,-9154042248315997889,1188
7490588149625952520 ,7090419308735054832 ,1054
7982995984997058278 ,-2030977886066610622,1113
8046829184940935104 ,-2209714333319565875,1210
8857432932656682524 ,-3587018700784064825,1779
-8800856954420026473,-1854280877140085794,4894
-8644651080114709438,476135616677260618  ,1374
-7695077803468780495,-240221642038059400 ,1211
-6950990616566973209,8001590646103101301 ,1241
-6547665733824167393,4627523996172999934 ,1098
-6225865464430741523,-5123806391895283158,1702
-5960365032131816100,-6150731274223034299,1395
-5650405956671312793,8632782506516917507 ,1356
-5123806391895283158,-1266629959247391147,1577
-5123806391895283158,633087338846443428  ,8519
-5123806391895283158,9164093149223641419 ,2210
-4894173984603446875,2784257201517212856 ,1087
-4729589068185710698,-6225865464430741523,1123
-3926529187290102665,7335818529221202219 ,1206
-3587018700784064825,-2030977886066610622,1337
-3039287807637284542,-2209714333319565875,1288
-2868799911054493240,-8306920077234587998,1237
-2710939004853945403,67129535048934305   ,1108
-2209714333319565875,6008067634782732883 ,1345
-2209714333319565875,7288716698609910135 ,1307
-2030977886066610622,-4110069703337102705,1883
-1854280877140085794,9034411090304042247 ,1472
-1843037069962836581,-1258665395754752430,1312
-603155051097730115 ,-2030977886066610622,2113
-319213317550603216 ,-1669859730989940941,1103
-232442968513540034 ,-7534767316327541722,1344
-232442968513540034 ,-6032953878285540342,2708
279376440014575588  ,5690402462881397655 ,1042
330647866891942974  ,-319213317550603216 ,2565
1098278059664356283 ,-6671140351889828938,2484
1932551752666018672 ,2873133290080674816 ,1139
3392124192403595158 ,-2891625488335467163,1012
3392124192403595158 ,-758527018290989534 ,2981
4418623468891380562 ,-6212011444670596833,1153
4597615694092845789 ,-1808812747603547780,1458
5690402462881397655 ,2873133290080674816 ,2433
5690402462881397655 ,6605055440449213852 ,2494
6342774253820456939 ,-5321712199454861998,1561
6382886405921188060 ,-1258665395754752430,2878
6382886405921188060 ,9086266514952383251 ,1761
8110740650254788499 ,-1854280877140085794,1115
9005295661433112354 ,1098278059664356283 ,1111
-9137191236732479290,-3587018700784064825,3503
-8460219923746299350,-5862124489111824165,1242
-7534767316327541722,-232442968513540034 ,1344
-6547665733824167393,6132887020992818052 ,1138
-6143583190690227608,4436869293544605060 ,1337
-5842301292766507296,-8529912235552352334,1236
-5078956532520726013,-7531676124604896595,1912
-4678795136086809460,-2710355389444326274,1210
-3034908872723999323,-7997757466815276871,1285
-2678760656895736205,6381873041093583154 ,1010
-2446107919545999447,-7162183345972044884,1132
-2209714333319565875,-1575684124537842350,1141
-2030977886066610622,-7831662779218070934,1585
-1843037069962836581,7490588149625952520 ,4828
-1842418496910161609,-61747791082459030  ,1154
-441503973431915681 ,-6382392143015061659,1125
-319213317550603216 ,-5078956532520726013,2149
-319213317550603216 ,-2912673077591054553,1409
-319213317550603216 ,905554212738677508  ,2265
-232442968513540034 ,-8354583715484812084,1859
176533384470667199  ,-1731027801387243744,1080
284779834664144711  ,7838348151486042105 ,1069
492098749013532362  ,-6483147917796880897,1039
1932551752666018672 ,-232442968513540034 ,1931
1932551752666018672 ,9164093149223641419 ,1190
1943401871528076639 ,4598025016433322182 ,3690
2873133290080674816 ,-4729589068185710698,4000
4008734897837165765 ,-319213317550603216 ,2990
4484300585804250915 ,8632782506516917507 ,1468
4598025016433322182 ,-4595461474310074429,1820
6381873041093583154 ,-3136933928667018684,1201
8174476266717855933 ,-1350285718846657076,1220
9030877580491562914 ,6991482002228067947 ,1101
-8960197832379606737,5706353703463528776 ,2271
-8800856954420026473,9181171295236226766 ,1014
-7910751992240669385,4689682543636010177 ,2339
-5321712199454861998,6342774253820456939 ,1561
-4766036086394000160,-2498084582014429470,1070
-3115061109124204948,5512656596086630433 ,1039
-3020728983800038379,-319213317550603216 ,1972
-2030977886066610622,-5697900219464244813,1126
-2030977886066610622,-1652469311467641984,14491
-2030977886066610622,3947752316946876218 ,1451
-1843037069962836581,6611336480032655854 ,3795
-1357072485283351180,7871747628767178370 ,1069
-1266629959247391147,4184381332395750060 ,1743
-758527018290989534 ,1960007279431588856 ,1783
-498940439488347009 ,-8288940420225851572,1035
-441503973431915681 ,-319213317550603216 ,12306
-319213317550603216 ,-4225374835328451288,1122
360482089417387317  ,-6817692648362739035,1972
648803521752926221  ,2784257201517212856 ,1061
1215002096928707874 ,-2597550477887731461,1507
4418623468891380562 ,-319213317550603216 ,3360
4420057763900089647 ,7838348151486042105 ,1084
5148248206110164236 ,-232442968513540034 ,1320
6382886405921188060 ,-7785477001454473023,1184
6382886405921188060 ,-2924185095862151031,2852
7538947819750950667 ,3604169990221337414 ,2240
7961587406411262285 ,6342774253820456939 ,1921
8174476266717855933 ,8735549545327376262 ,2434
8217712736364394548 ,2007965506053575896 ,1296
-7952294823190575687,-2209714333319565875,2715
-6950990616566973209,-8306920077234587998,1321
-6950990616566973209,7816974886793045061 ,1278
-6032953878285540342,-2376203089953264870,2149
-5470782197706017503,3210026725058173369 ,1261
-4079307483102441109,-2573317583224643731,1158
-4014148296333369318,6891633248965691680 ,1106
-3463722585218783619,-319213317550603216 ,3319
-3463722585218783619,-240221642038059400 ,3041
-2573317583224643731,1755457860918873138 ,1009
-2209714333319565875,-758527018290989534 ,1916
-2209714333319565875,4282139899318826593 ,3075
-2209714333319565875,5745090389146023302 ,3088
-2030977886066610622,-7512783134188039914,1297
-2030977886066610622,-5891338791329224134,1094
-2030977886066610622,-2292005235093902488,1235
-1898434984717323372,-6378648197850386867,1247
-1731027801387243744,-1266629959247391147,1111
-977966794734927473 ,4598025016433322182 ,1022
-441503973431915681 ,-1808812747603547780,1241
-319213317550603216 ,-8026554220441592583,1336
-319213317550603216 ,5679758924589637024 ,1699
-7528366902548308   ,-2030977886066610622,1209
633087338846443428  ,-7185019324071561359,1286
860024824772812459  ,-2498084582014429470,1239
1030373636060469033 ,2531286090920726071 ,1126
1297010197430591288 ,-7505950395755327245,3386
1732022312676159896 ,8335183430390726244 ,1165
1932551752666018672 ,-6133912064376264177,1072
1999682101435564278 ,1554551611396352462 ,1158
4257391122516689151 ,8543269953637669811 ,1147
5049959027086869363 ,-319213317550603216 ,5741
5894814673196051032 ,-2030977886066610622,3409
6132887020992818052 ,-7512783134188039914,1194
6306074510567183512 ,7637037118574180081 ,1346
6877548276407382121 ,-319213317550603216 ,3560
7490588149625952520 ,-5123806391895283158,2428
8344494712559261140 ,-240221642038059400 ,1244
8354133301109015038 ,-195293542193935170 ,1636
8543269953637669811 ,4257391122516689151 ,1147
8735549545327376262 ,5690402462881397655 ,1894
-8180303330334575413,633087338846443428  ,1060
-7170442259137058980,-319213317550603216 ,2678
-6671140351889828938,6382886405921188060 ,1341
-5134555718574928434,7871747628767178370 ,1023
-5123806391895283158,-758527018290989534 ,3214
-5123806391895283158,2330092998442649523 ,4660
-5123806391895283158,3043621579077480904 ,1182
-5028022412942399129,2784257201517212856 ,1110
-4894173984603446875,-2209714333319565875,1857
-4678795136086809460,-1842418496910161609,1735
-4678795136086809460,-319213317550603216 ,11765
-4678795136086809460,4439239363250194558 ,1337
-4383427925976837532,-1843037069962836581,1686
-3131478713916425544,-8354583715484812084,2373
-3131478713916425544,9014183989093063301 ,1206
-2030977886066610622,-5078956532520726013,2551
-2030977886066610622,-4678795136086809460,6756
-2030977886066610622,-4499519178490962713,3179
-2030977886066610622,-3587018700784064825,1337
-1808812747603547780,1520995045087008572 ,1823
-1385774087472095066,-7852746510266638865,1200
-645147010875212004 ,-2030977886066610622,3167
-441503973431915681 ,-4584259589746295249,1018
-319213317550603216 ,-1854280877140085794,6904
-319213317550603216 ,2330092998442649523 ,5854
-232442968513540034 ,-3131478713916425544,1447
633087338846443428  ,-319213317550603216 ,7574
633087338846443428  ,2873133290080674816 ,1216
2068313584669147388 ,-8960197832379606737,2288
2784257201517212856 ,648803521752926221  ,1061
2995836344708591032 ,-6340090656587306807,1029
3043621579077480904 ,-319213317550603216 ,3579
3045206282787798650 ,8216699179086341487 ,1734
5375312512869591172 ,-2030977886066610622,1226
6382886405921188060 ,-8800856954420026473,9429
6382886405921188060 ,-232442968513540034 ,3634
6524518485244865038 ,7538947819750950667 ,1431
6915440518388851069 ,-319213317550603216 ,5233
6915440518388851069 ,6700158222676742348 ,1402
7538947819750950667 ,4184381332395750060 ,1016
8064149031820047117 ,4420057763900089647 ,2550
8465637361048996806 ,-441503973431915681 ,1286
9014183989093063301 ,-3131478713916425544,1206
9169138842085312889 ,8299787979116023539 ,1150
-9137191236732479290,1816234862579105910 ,1368
-8526922800236202304,74128748331539267   ,1049
-6950990616566973209,1901963416073961874 ,1270
-6037475433742513966,-2030977886066610622,1511
-5644081230126527937,-58081881544121599  ,1229
-5498033252587944938,-5888010320500233275,1213
-5123806391895283158,-2209714333319565875,14527
-5123806391895283158,4038455739488905858 ,1167
-4729589068185710698,9036656099340829831 ,1037
-4389296294014978424,4184381332395750060 ,1872
-3401558106062925973,648803521752926221  ,1710
-2865823667483370081,7538947819750950667 ,1143
-2209714333319565875,6381873041093583154 ,1913
-2030977886066610622,-7515309291958133185,6194
-2030977886066610622,-2912673077591054553,1389
-2030977886066610622,4396124940988717253 ,1270
-1843037069962836581,-2347820953665246459,1794
-1803485448045374332,-2030977886066610622,1002
-1653125488376529568,7372752747433170226 ,1464
-1652469311467641984,-195293542193935170 ,1761
-352743772921911031 ,-1843037069962836581,1722
-319213317550603216 ,-5321712199454861998,1011
-319213317550603216 ,-4499519178490962713,2083
10658375623617367   ,-1843037069962836581,1119
361355424696276335  ,-319213317550603216 ,1465
476135616677260618  ,-8400933185615456828,1022
1358566406561345815 ,7871747628767178370 ,2053
1544717718399102752 ,-6150731274223034299,1403
1673031328778730547 ,-232442968513540034 ,1055
4689682543636010177 ,-7910751992240669385,2339
5679758924589637024 ,-8499908249375507275,1770
6382886405921188060 ,2199154810170484383 ,1218
6891633248965691680 ,4597615694092845789 ,1236
7474647856397192602 ,-2498084582014429470,1352
7490588149625952520 ,-2376203089953264870,2281
7538947819750950667 ,-4430038640956617727,1237
7621232311076131365 ,-2209714333319565875,1006
7871747628767178370 ,-8702971161602665376,1302
-8483830273295168553,-2446107919545999447,2462
-8354583715484812084,-3034908872723999323,1303
-7981629573227806010,-319213317550603216 ,4807
-7205442634066439509,-2030977886066610622,1075
-6547665733824167393,633087338846443428  ,1333
-6537585967691811672,-441503973431915681 ,1586
-6378648197850386867,3713775365901322386 ,1499
-6372159374461404326,-2030977886066610622,1244
-6370465169341461479,-758527018290989534 ,1369
-5960365032131816100,-5123806391895283158,1072
-5546905861789152862,-6817692648362739035,1697
-5123806391895283158,-3466288976667784699,1694
-5123806391895283158,-1704220627120820671,1819
-4729589068185710698,6382886405921188060 ,2305
-4595461474310074429,-2209714333319565875,1356
-4595461474310074429,5148248206110164236 ,1514
-4584259589746295249,-8354583715484812084,1864
-4499519178490962713,-319213317550603216 ,2083
-2209714333319565875,-4389296294014978424,1057
-2209714333319565875,4184381332395750060 ,2746
-2180389149550549525,-3115061109124204948,1764
-2030977886066610622,-5749477538071095049,1876
-1861103706999304260,4024005794333692284 ,1026
-1816866046870158706,-319213317550603216 ,1016
-1808812747603547780,-319213317550603216 ,7468
-758527018290989534 ,-4389296294014978424,1291
-319213317550603216 ,-7360278664246742593,3845
-319213317550603216 ,1544717718399102752 ,2529
-232442968513540034 ,1832510329768604584 ,2294
176533384470667199  ,-5123806391895283158,1306
196225144506262727  ,-7981629573227806010,1584
433675138669271630  ,-2590215365264372847,1063
633087338846443428  ,-9143715679620637947,1174
1832510329768604584 ,-1843037069962836581,1771
2784257201517212856 ,-4894173984603446875,1087
4184381332395750060 ,-2891625488335467163,2016
4418623468891380562 ,-4729589068185710698,1418
4439239363250194558 ,-1854280877140085794,1005
5148248206110164236 ,2605366745580009142 ,1208
5706353703463528776 ,-8960197832379606737,2271
6342774253820456939 ,-319213317550603216 ,5618
6877548276407382121 ,-4595461474310074429,1475
7961587406411262285 ,7621232311076131365 ,1533
8267406639658118007 ,-9156255397278359948,1112
8848501731074738718 ,-7695077803468780495,1137
-9046669626393335991,1293994422478302378 ,1998
-7952294823190575687,-319213317550603216 ,5310
-7695077803468780495,5938483825255926276 ,1910
-4389296294014978424,633087338846443428  ,3465
-3587018700784064825,-7695077803468780495,1923
-3478596020125486938,2007965506053575896 ,1296
-2378702456246833943,633087338846443428  ,1259
-2171465814280876030,-2209714333319565875,1134
-2030977886066610622,-5498033252587944938,1679
-2030977886066610622,-2757360214972800765,1678
-2030977886066610622,1395096736277627200 ,1881
-1861103706999304260,6306074510567183512 ,1033
-1854280877140085794,-1842418496910161609,1103
-1842418496910161609,-2759353068949435074,1706
-698633528624703244 ,-6817692648362739035,2969
-319213317550603216 ,-8659075139516535539,1481
-319213317550603216 ,-3438100517334344641,3140
-319213317550603216 ,8983768903213752951 ,1377
-232442968513540034 ,1544717718399102752 ,1071
-232442968513540034 ,2784257201517212856 ,1586
252755001403351534  ,-319213317550603216 ,2668
621769423853112643  ,-5123806391895283158,2770
633087338846443428  ,6250104433598826    ,1004
648803521752926221  ,-2209714333319565875,1798
1215002096928707874 ,-5123806391895283158,1832
1396659041461220869 ,-2209714333319565875,1504
2534425727654152746 ,1297010197430591288 ,1211
3739328396837047041 ,-195293542193935170 ,1550
3815815919996108488 ,-7695077803468780495,1593
4418623468891380562 ,9036656099340829831 ,1313
5501004649970139844 ,-1808812747603547780,1404
