source              ,target              ,articles
6132887020992818052 ,8324416576011001427 ,1550
7090419308735054832 ,-6032953878285540342,3913
7538947819750950667 ,2021027732730365073 ,1308
8221521381664606233 ,-2378702456246833943,1061
8702207796235098145 ,2330092998442649523 ,1500
8886822588958539707 ,1932551752666018672 ,3852
-8865401506527013369,-2030977886066610622,1124
-6817692648362739035,492098749013532362  ,1820
-6150731274223034299,-319213317550603216 ,1518
-6150731274223034299,6132887020992818052 ,1338
-5870575978673607603,-5123806391895283158,2085
-5285211027918953228,8366353836417263554 ,1364
-5123806391895283158,-6150731274223034299,1466
-4852392759553749001,3575826565883763532 ,1508
-3366621895398912500,-319213317550603216 ,1197
-2721946395184879286,8777361007022942590 ,1065
-2446107919545999447,1518177732294748175 ,1210
-2209714333319565875,358803945599325659  ,1128
-2209714333319565875,6091689289007310276 ,1466
-2171465814280876030,633087338846443428  ,1019
-2030977886066610622,67129535048934305   ,3832
-2030977886066610622,8693094688026702427 ,1384
-2030977886066610622,8735549545327376262 ,2564
-1652469311467641984,3043621579077480904 ,1154
-1031268946513902603,2235637275526571256 ,4294
-698633528624703244 ,5938483825255926276 ,2724
-319213317550603216 ,-2209714333319565875,47237
-319213317550603216 ,1731868121115529840 ,2430
-319213317550603216 ,2873133290080674816 ,8845
-319213317550603216 ,8984620194342160184 ,1650
-232442968513540034 ,6611336480032655854 ,1090
-195293542193935170 ,-2209714333319565875,2487
1239823298764786415 ,-2030977886066610622,3605
1356088846257484978 ,1633045344658914223 ,1078
1832510329768604584 ,-7764520725921474676,1007
1895831117862637425 ,-4729589068185710698,2277
2873133290080674816 ,-6212011444670596833,1285
3043621579077480904 ,-5123806391895283158,1182
4018041505326134685 ,-2209714333319565875,2776
4093862199957464441 ,5679758924589637024 ,1028
4699081836471567702 ,-7360278664246742593,1028
6428672766244521100 ,-2284657221715940484,2244
7538947819750950667 ,-7036573288380974412,1487
7538947819750950667 ,-6976615727978322933,4533
7538947819750950667 ,-5097240238462538949,1331
9086266514952383251 ,-6921004375998832904,1231
-8529912235552352334,-2030977886066610622,1369
-8499908249375507275,4024005794333692284 ,1345
-7910751992240669385,-319213317550603216 ,1457
-7866687731037512168,-2030977886066610622,1026
-6950990616566973209,922999064520858995  ,4386
-5888010320500233275,-6536109092005166874,1191
-5697900219464244813,-2030977886066610622,1126
-5644081230126527937,-2868799911054493240,1523
-5378480904394717705,633087338846443428  ,1073
-5123806391895283158,-4894173984603446875,3213
-4729589068185710698,648803521752926221  ,1240
-4678795136086809460,-2485068596468117733,1058
-4389296294014978424,-2030977886066610622,2669
-4389296294014978424,9181171295236226766 ,1003
-3463722585218783619,-6817692648362739035,4583
-3393380061003476852,-2030977886066610622,1269
-3131478713916425544,3018477597755113547 ,1280
-3034747171331345424,3048861875770288762 ,1286
-2776212706572237214,-1385774087472095066,1430
-2492801458540149946,-6512094970004867610,1087
-2209714333319565875,-554187375508143523 ,2710
-2209714333319565875,7519218881764246375 ,1693
-2030977886066610622,-8322973427523912719,1352
-2030977886066610622,4024005794333692284 ,5414
-2030977886066610622,6132106858894494217 ,1344
-1808812747603547780,2784257201517212856 ,1160
-1385774087472095066,-2776212706572237214,1430
-703758798842958219 ,-2209714333319565875,1107
-319213317550603216 ,-9154042248315997889,3901
-319213317550603216 ,-7277866370139008222,1721
-319213317550603216 ,7538947819750950667 ,4515
-232442968513540034 ,1943401871528076639 ,1381
-232442968513540034 ,5925519344790501494 ,2845
1030373636060469033 ,6071396418810432554 ,1300
1731868121115529840 ,-2030977886066610622,1401
1832510329768604584 ,-7104563295770410615,1150
1832510329768604584 ,-645147010875212004 ,1207
3444304931624107770 ,495912723314298339  ,1038
5010943181244269133 ,-2209714333319565875,2335
5188870395308200992 ,-2049965148602611775,1088
5188870395308200992 ,8086321949898543665 ,1521
5938483825255926276 ,4425446607498999068 ,1374
5985616868485889608 ,-319213317550603216 ,1899
6342774253820456939 ,-4467744812416310249,1115
7132280360170479124 ,7672341117243153760 ,1271
7490588149625952520 ,-5842301292766507296,2275
7538947819750950667 ,8741935759798039984 ,3889
8354133301109015038 ,-5697900219464244813,1128
8632782506516917507 ,4484300585804250915 ,1468
-8659075139516535539,-319213317550603216 ,1481
-6652933863730195076,6228466112440827679 ,1397
-6409213882503626290,3719110628098336769 ,1083
-5123806391895283158,-5969770817905725727,2300
-3650651969813047305,-232442968513540034 ,2965
-2498084582014429470,5375312512869591172 ,1776
-2209714333319565875,-6270542319968030505,2570
-2209714333319565875,2534425727654152746 ,1493
-2030977886066610622,-554187375508143523 ,3309
-2030977886066610622,779128267551182966  ,2438
-2030977886066610622,5985616868485889608 ,2053
-1958301884448221452,6868110971464094423 ,3197
-1842418496910161609,2784257201517212856 ,1033
-1816866046870158706,5938483825255926276 ,1710
-1086463102053860736,2338338228961608296 ,3204
-319213317550603216 ,1932551752666018672 ,11823
-319213317550603216 ,1943401871528076639 ,3384
-319213317550603216 ,8886822588958539707 ,1242
298627900943414666  ,-2209714333319565875,1571
1081776048420974096 ,-232442968513540034 ,1071
1210001521526861079 ,-319213317550603216 ,1776
1518177732294748175 ,-2446107919545999447,1210
1554551611396352462 ,1999682101435564278 ,1158
2330092998442649523 ,-2710939004853945403,2945
2784257201517212856 ,1932551752666018672 ,1981
3043621579077480904 ,-195293542193935170 ,1382
4018041505326134685 ,-2030977886066610622,3822
5745090389146023302 ,2338338228961608296 ,3213
6382886405921188060 ,1832510329768604584 ,1371
6621018677691448471 ,7538947819750950667 ,1954
6919108881676297410 ,-8800856954420026473,1291
7538947819750950667 ,6524518485244865038 ,1431
8221521381664606233 ,633087338846443428  ,3080
8324416576011001427 ,6132887020992818052 ,1550
8521781164735264993 ,-960359810668329715 ,2717
8770548263920305041 ,-2030977886066610622,3235
-9046669626393335991,2207951181910596230 ,1427
-8934932909377289061,-319213317550603216 ,1307
-8354583715484812084,3018477597755113547 ,1407
-7981629573227806010,-2030977886066610622,2476
-7952294823190575687,-5123806391895283158,1875
-7405476888601717247,8630810678956296831 ,1133
-6225865464430741523,648803521752926221  ,1018
-5960365032131816100,633087338846443428  ,2231
-5842301292766507296,-2292005235093902488,1068
-5028022412942399129,-1842418496910161609,1206
-4460943408250803018,-319213317550603216 ,1374
-4389296294014978424,-1266629959247391147,1644
-3034908872723999323,-8354583715484812084,1303
-2049965148602611775,7637037118574180081 ,1027
-2030977886066610622,-8987850060965433138,4680
-2030977886066610622,-7997757466815276871,2047
-1843037069962836581,7145975412335589964 ,1188
-1203650273977838851,-6370465169341461479,1428
-698633528624703244 ,-5546905861789152862,4973
-319213317550603216 ,-7981629573227806010,4807
-234711892937886255 ,-8311584980666851264,1179
476135616677260618  ,4879160220879605310 ,1123
972166625298665897  ,-5951374250695879160,2344
2119354951289933627 ,7871747628767178370 ,2006
2330092998442649523 ,-2030977886066610622,10249
6138678401118577959 ,-319213317550603216 ,1390
6381873041093583154 ,-2912673077591054553,1095
6382886405921188060 ,-1843037069962836581,2772
7632495519982556382 ,7871747628767178370 ,3510
9034411090304042247 ,4418623468891380562 ,1222
9036656099340829831 ,1932551752666018672 ,1323
9169138842085312889 ,1215002096928707874 ,3422
-8983639325499901787,-319213317550603216 ,1036
-8111233901869538425,-82939634550614629  ,3204
-7981629573227806010,6105480604113340528 ,1058
-7789283960893038307,6611336480032655854 ,1014
-6382392143015061659,972166625298665897  ,3066
-5960365032131816100,-5825783656841140364,1751
-5940679555693009599,476135616677260618  ,2447
-5842301292766507296,-6406004153667163617,1312
-5544868121618226955,-4116353207224457088,1620
-5123806391895283158,187123691878182345  ,1395
-4678795136086809460,5690402462881397655 ,1312
-3295792317031217963,-2209714333319565875,1694
-2234739453058822859,-5650405956671312793,1356
-2030977886066610622,-698633528624703244 ,3830
-2030977886066610622,3668838806884381306 ,2041
-2030977886066610622,4598025016433322182 ,6208
-1652469311467641984,-1843037069962836581,1059
-1143221419536893729,-6032953878285540342,1118
-814913746738782376 ,-2498084582014429470,1056
-631129468247919933 ,7425471216720826696 ,1418
-319213317550603216 ,-6862812080889638013,1715
-232442968513540034 ,-319213317550603216 ,27852
-204349356392618973 ,-2030977886066610622,1179
476135616677260618  ,750332727451173369  ,1075
1520995045087008572 ,-1808812747603547780,1823
1544717718399102752 ,-232442968513540034 ,1071
2207951181910596230 ,1293994422478302378 ,1532
2523002136167326932 ,-8709505537947231862,1220
2873133290080674816 ,-2030977886066610622,5658
4609443826250990848 ,2995836344708591032 ,1431
6877548276407382121 ,2605366745580009142 ,1733
6919108881676297410 ,-2030977886066610622,1438
7474647856397192602 ,-2030977886066610622,1016
7502968584168722053 ,2983020730080314239 ,1205
7621232311076131365 ,-6817692648362739035,1888
7740064506091401917 ,4024005794333692284 ,1057
7871747628767178370 ,7474647856397192602 ,2648
7961587406411262285 ,-240221642038059400 ,2003
8445944091966627728 ,-703758798842958219 ,1026
-8800856954420026473,-319213317550603216 ,7897
-8800856954420026473,2784257201517212856 ,4171
-8111233901869538425,5745090389146023302 ,3204
-7952294823190575687,5925519344790501494 ,1156
-6817692648362739035,-319213317550603216 ,4963
-6403456506570260016,7871747628767178370 ,2896
-5123806391895283158,-1842418496910161609,1586
-5123806391895283158,8938612814075982342 ,1108
-5028022412942399129,-4678795136086809460,1025
-2912673077591054553,-319213317550603216 ,1409
-2590648221219211668,-6403456506570260016,2358
-2376203089953264870,4024005794333692284 ,1030
-2209714333319565875,-5384617277383728220,1444
-2030977886066610622,-5358653244239667776,1077
-2030977886066610622,-2891625488335467163,2581
-2019257571715061722,6159299216786126563 ,1055
-1652469311467641984,6877548276407382121 ,1624
-554187375508143523 ,-2209714333319565875,2710
-319213317550603216 ,808498422582749051  ,1321
-319213317550603216 ,4018041505326134685 ,4272
-319213317550603216 ,8290146907089535576 ,1195
-58081881544121599  ,-2868799911054493240,1168
633087338846443428  ,7538947819750950667 ,1826
1215002096928707874 ,-2030977886066610622,2281
2873133290080674816 ,2784257201517212856 ,1521
3048861875770288762 ,-3034747171331345424,1286
5148248206110164236 ,7490588149625952520 ,1121
5745090389146023302 ,4598025016433322182 ,1216
6537151015827973909 ,6546948422644068577 ,1843
7490588149625952520 ,1832510329768604584 ,1313
7538947819750950667 ,-554187375508143523 ,1127
7576240094557435372 ,1932551752666018672 ,1358
9014183989093063301 ,633087338846443428  ,1106
-8180303330334575413,7982995984997058278 ,1180
-7695077803468780495,492098749013532362  ,2039
-7505950395755327245,1297010197430591288 ,3386
-4729589068185710698,-2171465814280876030,1169
-4729589068185710698,3392124192403595158 ,1138
-4678795136086809460,2784257201517212856 ,6320
-2891625488335467163,-4389296294014978424,1153
-2498084582014429470,860024824772812459  ,1239
-2030977886066610622,-2376203089953264870,4003
-2030977886066610622,-2138437462078074953,1081
-2030977886066610622,-526092449043131989 ,1157
-1843037069962836581,-3131478713916425544,4477
-1842418496910161609,-4678795136086809460,1735
-703758798842958219 ,4418623468891380562 ,1028
-319213317550603216 ,-8983639325499901787,1036
-319213317550603216 ,-4894173984603446875,3158
-319213317550603216 ,-3640092502248719675,1333
-319213317550603216 ,1210001521526861079 ,1776
-319213317550603216 ,1832510329768604584 ,15099
-319213317550603216 ,6700158222676742348 ,1390
-232442968513540034 ,-7637287279631681353,2242
2784257201517212856 ,-4110069703337102705,1233
4024005794333692284 ,420550103407222207  ,1836
4184381332395750060 ,-8354583715484812084,1018
4597615694092845789 ,-8326039215255869096,1169
4598025016433322182 ,-7952294823190575687,1033
5345010078989674752 ,-2049965148602611775,1170
5602245785061237038 ,-3478596020125486938,1296
7621232311076131365 ,-240221642038059400 ,1634
7871747628767178370 ,-7534767316327541722,1265
8490498127424430453 ,-5123806391895283158,1472
8735439507201685982 ,7871747628767178370 ,1224
8856502813293651899 ,1098278059664356283 ,2474
9169490345438526152 ,-3401558106062925973,1294
-9154042248315997889,7490588149625952520 ,1188
-8800856954420026473,2873133290080674816 ,1350
-8354583715484812084,9014183989093063301 ,2870
-7512790269054083321,-3034747171331345424,1017
-7360278664246742593,-2030977886066610622,2870
-7226412811198926859,-5123806391895283158,1117
-7205442634066439509,4397166787053170338 ,1393
-6921004375998832904,1832510329768604584 ,1768
-6150731274223034299,4184381332395750060 ,1487
-6032953878285540342,-5078956532520726013,1450
-5044865441892422651,633087338846443428  ,1035
-4729589068185710698,-319213317550603216 ,4989
-3884059009727799939,1098278059664356283 ,1372
-3792228007270265448,-1816866046870158706,1454
-3466288976667784699,-5123806391895283158,1694
-2968100763986270397,6382886405921188060 ,1404
-2030977886066610622,4184381332395750060 ,11794
-1854280877140085794,4418623468891380562 ,1019
-1843037069962836581,-3438100517334344641,2119
-1216926964751179433,6700158222676742348 ,2345
-758527018290989534 ,-5123806391895283158,3214
-441503973431915681 ,7057901374721219905 ,1192
-319213317550603216 ,252755001403351534  ,2668
-319213317550603216 ,5010943181244269133 ,1319
523098992404713312  ,-2030977886066610622,1408
1832510329768604584 ,-5123806391895283158,1836
1832510329768604584 ,-3131478713916425544,2318
2000442210124956849 ,8221521381664606233 ,3186
2531286090920726071 ,3031870671523911770 ,1261
4184381332395750060 ,-2030977886066610622,11794
4184381332395750060 ,-1731027801387243744,1009
6228466112440827679 ,-8288940420225851572,1593
6342774253820456939 ,8344494712559261140 ,1231
6891633248965691680 ,782645396902566231  ,1080
7538947819750950667 ,-8177652931351887783,3340
7871747628767178370 ,904394732160638920  ,1935
9187478992269786939 ,-2030977886066610622,1312
-8026554220441592583,252755001403351534  ,1501
-7831662779218070934,-319213317550603216 ,1612
-6547665733824167393,-2030977886066610622,2830
-5123806391895283158,-3438100517334344641,1362
-4584259589746295249,5925519344790501494 ,1757
-4467744812416310249,6342774253820456939 ,1115
-3860506274181761999,-2030977886066610622,2917
-3034747171331345424,-7512790269054083321,1017
-2876979887011961297,-2347820953665246459,1379
-2498084582014429470,-232442968513540034 ,1126
-2378702456246833943,8221521381664606233 ,1061
-2255399436524251984,-698633528624703244 ,1245
-2209714333319565875,-1652469311467641984,28312
-2158790193493657764,6228466112440827679 ,1073
-2030977886066610622,-5729020544562572248,3019
-698633528624703244 ,2664843183218588407 ,1382
-319213317550603216 ,-7785477001454473023,1094
-319213317550603216 ,-4678795136086809460,11765
-240221642038059400 ,-3463722585218783619,3041
298627900943414666  ,1210001521526861079 ,1632
633087338846443428  ,-2209714333319565875,3281
648803521752926221  ,-1803485448045374332,1110
1098278059664356283 ,8856502813293651899 ,2474
1544717718399102752 ,-2030977886066610622,5184
3653050014644792415 ,6382886405921188060 ,1780
3732957695425097076 ,-1816866046870158706,1012
3911199180912078623 ,7269052597993024687 ,1128
4282139899318826593 ,-7531676124604896595,1502
4598025016433322182 ,-7531676124604896595,1082
6382886405921188060 ,633087338846443428  ,2427
6877548276407382121 ,-1652469311467641984,1624
7519218881764246375 ,-1898434984717323372,2010
-8709505537947231862,-554187375508143523 ,2294
-7789283960893038307,2330092998442649523 ,1036
-7542946480976962834,8521781164735264993 ,2358
-7170442259137058980,-2030977886066610622,1410
-6557087886148043414,-3478596020125486938,1296
-6032953878285540342,-2030977886066610622,8857
-5359310157838025608,2784257201517212856 ,1029
-5123806391895283158,-8354583715484812084,3231
-5123806391895283158,7490588149625952520 ,2428
-4729589068185710698,-7241306346921812835,2205
-4001722324483238694,-2868799911054493240,1611
-3884059009727799939,-2030977886066610622,1778
-3135427461330758141,-2030977886066610622,1036
-3034747171331345424,6700158222676742348 ,2080
-2209714333319565875,-3922507348792021692,2318
-1808812747603547780,782645396902566231  ,1228
-319213317550603216 ,-7456849817323352874,1077
-319213317550603216 ,4008734897837165765 ,2990
-319213317550603216 ,4598025016433322182 ,8834
-319213317550603216 ,5690402462881397655 ,7086
-319213317550603216 ,8354133301109015038 ,1769
358803945599325659  ,-319213317550603216 ,1272
633087338846443428  ,-4678795136086809460,1099
648803521752926221  ,-4894173984603446875,1024
648803521752926221  ,-401720564610116223 ,1551
1895831117862637425 ,-2209714333319565875,1048
1932551752666018672 ,6132887020992818052 ,2390
2531286090920726071 ,1030373636060469033 ,1126
2784257201517212856 ,-1843037069962836581,1037
2784257201517212856 ,-1731027801387243744,1793
2873133290080674816 ,-1854280877140085794,1414
3498794456810234409 ,-319213317550603216 ,2522
4418623468891380562 ,-703758798842958219 ,1028
5805385331953026650 ,3031870671523911770 ,1302
6381873041093583154 ,-2209714333319565875,1913
7389133282601414282 ,-4729589068185710698,1130
7538947819750950667 ,-4116353207224457088,10204
7538947819750950667 ,2631129451197788429 ,1015
7838348151486042105 ,284779834664144711  ,1069
8735549545327376262 ,-2030977886066610622,2564
-9154042248315997889,6382886405921188060 ,1379
-8778605200936573775,6232840699060590306 ,1035
-8354583715484812084,2330092998442649523 ,1295
-7952294823190575687,-1898434984717323372,1630
-7531676124604896595,-1843037069962836581,2924
-7512783134188039914,-319213317550603216 ,1521
-6817692648362739035,-631129468247919933 ,1101
-6133912064376264177,1932551752666018672 ,1072
-5697900219464244813,-319213317550603216 ,1929
-5384617277383728220,-319213317550603216 ,1661
-5123806391895283158,8693094688026702427 ,1251
-4678795136086809460,-8800856954420026473,9325
-4678795136086809460,-8283919745813232577,3155
-3922507348792021692,2605366745580009142 ,1033
-3438100517334344641,-2209714333319565875,1923
-3131478713916425544,-195293542193935170 ,1417
-2498084582014429470,476135616677260618  ,2466
-2030977886066610622,-6150731274223034299,5852
-2030977886066610622,-3929287170143851930,1208
-2030977886066610622,-3136933928667018684,2176
-2030977886066610622,1943401871528076639 ,1443
-1843037069962836581,-5078956532520726013,1741
-319213317550603216 ,-3463722585218783619,3319
-319213317550603216 ,361355424696276335  ,1465
-240221642038059400 ,3968009107423201800 ,1986
-232442968513540034 ,-9154042248315997889,1839
-232442968513540034 ,9014183989093063301 ,1511
351689780619130825  ,-2030977886066610622,3090
633087338846443428  ,-4729589068185710698,3263
860024824772812459  ,7871747628767178370 ,2036
4689682543636010177 ,-1385774087472095066,3399
5669810817728340014 ,-2019257571715061722,1051
5690402462881397655 ,6382886405921188060 ,1982
6169053225138654698 ,-2030977886066610622,2212
6891633248965691680 ,-8706916677913996911,1845
7961587406411262285 ,8848501731074738718 ,1230
8221521381664606233 ,-7241306346921812835,2280
8223081395445789428 ,-2030977886066610622,1066
8344494712559261140 ,360482089417387317  ,1225
8632782506516917507 ,-1264356401435835211,2288
-9136938695385269239,-2209714333319565875,3311
-8960197832379606737,-2234739453058822859,2288
-7637287279631681353,-977966794734927473 ,1351
-6950990616566973209,-5644081230126527937,1058
-6950990616566973209,9090640783522498836 ,1650
-6921004375998832904,-4119471098201915446,1096
-6447889342766295087,-2030977886066610622,1606
-5888010320500233275,1098278059664356283 ,1201
-5697900219464244813,8354133301109015038 ,1128
-5123806391895283158,-1854280877140085794,1127
-5123806391895283158,2784257201517212856 ,4325
-4729589068185710698,2873133290080674816 ,4000
-4300582705767753623,-8354583715484812084,1638
-4225374835328451288,-441503973431915681 ,3041
-3466288976667784699,-2030977886066610622,3050
-3463722585218783619,-6886373228852892218,1414
-3401558106062925973,-319213317550603216 ,1122
-2209714333319565875,-8354583715484812084,5489
-2030977886066610622,-3463722585218783619,2010
-2030977886066610622,-2049965148602611775,1941
-2030977886066610622,8983768903213752951 ,1834
-1843037069962836581,1932551752666018672 ,2019
-319213317550603216 ,-6133912064376264177,1789
-319213317550603216 ,782645396902566231  ,1721
-232442968513540034 ,4018041505326134685 ,2743
298627900943414666  ,-6156992426766342121,2244
298627900943414666  ,648803521752926221  ,1006
633087338846443428  ,1917756763019387826 ,2936
633087338846443428  ,2330092998442649523 ,2716
633087338846443428  ,7622153264349607146 ,2568
1832510329768604584 ,-8245114520466503739,1077
1917756763019387826 ,-4389296294014978424,1314
2068313584669147388 ,-1264356401435835211,2288
2983020730080314239 ,-319213317550603216 ,1019
3191681007900562616 ,-2030977886066610622,1279
4397166787053170338 ,-7205442634066439509,1393
4420057763900089647 ,284779834664144711  ,1303
4598025016433322182 ,7090419308735054832 ,3370
4627523996172999934 ,-6547665733824167393,1098
6105480604113340528 ,-7981629573227806010,1058
6381873041093583154 ,-1652469311467641984,1086
6382886405921188060 ,-61747791082459030  ,1149
6482962707922207650 ,-6032953878285540342,1218
6891633248965691680 ,-4014148296333369318,1106
7502968584168722053 ,-7237872945662242169,1104
7621232311076131365 ,360482089417387317  ,1519
8174476266717855933 ,-4556773722901270402,1171
8366353836417263554 ,-5285211027918953228,1364
-9136938695385269239,-4584259589746295249,1167
-7764520725921474676,-1652469311467641984,1413
-6559970940915010976,6382886405921188060 ,1058
-5842301292766507296,8670665194432039431 ,1053
-4894173984603446875,-5123806391895283158,3213
-4389296294014978424,8665137029853177390 ,1298
-4300582705767753623,-7789283960893038307,1308
-2030977886066610622,-8778605200936573775,1033
-2030977886066610622,-7637287279631681353,1367
-2030977886066610622,1895831117862637425 ,1214
-1816866046870158706,-2030977886066610622,2956
-1652469311467641984,-6032953878285540342,2529
-1385774087472095066,8008896902596356081 ,1114
-554187375508143523 ,-4766036086394000160,1586
-319213317550603216 ,6132887020992818052 ,9202
-319213317550603216 ,7434294207925849020 ,1372
-232442968513540034 ,-2376203089953264870,3542
2784257201517212856 ,9086266514952383251 ,1368
3815815919996108488 ,-698633528624703244 ,3391
4491408375132580815 ,7490588149625952520 ,2357
4778865374038026103 ,1098278059664356283 ,1738
5148248206110164236 ,-352743772921911031 ,1124
6308855773561958945 ,-319213317550603216 ,1907
6877548276407382121 ,-5123806391895283158,1132
7701366164418666024 ,6891633248965691680 ,1400
8221521381664606233 ,7389133282601414282 ,1686
8522505115708848705 ,-7695077803468780495,1066
-8709505537947231862,-1385774087472095066,2981
-8422424525951467977,-4119471098201915446,1089
-7695077803468780495,8333378779272360418 ,1010
-7512783134188039914,-4678795136086809460,1136
-7356281588370713987,-4852392759553749001,1267
-6862812080889638013,-2209714333319565875,1267
-6631915044157937023,-2030977886066610622,1304
-6595160185608557450,-5498033252587944938,1020
-5672994227668043651,-319213317550603216 ,1149
-5436147869070522378,922999064520858995  ,1291
-5123806391895283158,-7764520725921474676,1206
-5123806391895283158,-4584259589746295249,2426
-5123806391895283158,-4329752469668364679,1002
-4678795136086809460,-1843037069962836581,1141
-4099678600714178282,7871747628767178370 ,1663
-3587018700784064825,-319213317550603216 ,1966
-2813513129058830157,6132887020992818052 ,1799
-2030977886066610622,-6620101208170088523,1951
-2030977886066610622,-6547665733824167393,2830
-2030977886066610622,-6225865464430741523,1215
-2030977886066610622,972166625298665897  ,1100
-2030977886066610622,8465637361048996806 ,1615
-1898434984717323372,5148248206110164236 ,3732
-1264356401435835211,-2234739453058822859,2288
-1031268946513902603,-2030977886066610622,1314
-977966794734927473 ,-2376203089953264870,1912
-703758798842958219 ,8445944091966627728 ,1026
-319213317550603216 ,-6270542319968030505,1868
-232442968513540034 ,-3650651969813047305,2965
633087338846443428  ,8665137029853177390 ,2868
972166625298665897  ,2235637275526571256 ,1368
1215002096928707874 ,-5826454461003635026,2080
1293994422478302378 ,2207951181910596230 ,1532
1943401871528076639 ,-2376203089953264870,4627
1999713366976756022 ,-2030977886066610622,1293
2070815081487933678 ,-2030977886066610622,1028
2605366745580009142 ,-6380341718939214796,1009
2784257201517212856 ,8770548263920305041 ,1321
3668838806884381306 ,-3136933928667018684,1119
3815815919996108488 ,6915440518388851069 ,1007
4598025016433322182 ,6877548276407382121 ,3879
4661474428476301296 ,-1420375460633051046,1131
5706353703463528776 ,4484300585804250915 ,1470
6071396418810432554 ,3031870671523911770 ,1600
6342774253820456939 ,-3463722585218783619,2041
6382886405921188060 ,-9154042248315997889,1379
6546948422644068577 ,252755001403351534  ,2067
8735549545327376262 ,6382886405921188060 ,1099
8848501731074738718 ,7961587406411262285 ,1230
9169138842085312889 ,5690402462881397655 ,2301
9169138842085312889 ,6919108881676297410 ,1498
-8354583715484812084,-7515309291958133185,1581
-7515309291958133185,-319213317550603216 ,3757
-7277866370139008222,-319213317550603216 ,1721
-5123806391895283158,7871747628767178370 ,2828
-4584259589746295249,4184381332395750060 ,1011
-2498084582014429470,-8714613529726824628,1320
-2180389149550549525,-1808812747603547780,1583
-2030977886066610622,-5825783656841140364,1780
-2030977886066610622,5938483825255926276 ,6280
-2030977886066610622,6605055440449213852 ,1328
-2030977886066610622,9036656099340829831 ,2010
-2019257571715061722,5669810817728340014 ,1051
-1842418496910161609,-319213317550603216 ,4430
-1652469311467641984,-1808812747603547780,1884
-1434719837809636368,-319213317550603216 ,1420
-1102485679631625452,-2030977886066610622,1259
-645147010875212004 ,-5321712199454861998,1053
-82939634550614629  ,-1086463102053860736,3204
476135616677260618  ,9090640783522498836 ,3862
644795234380659357  ,-2030977886066610622,1092
1932551752666018672 ,252755001403351534  ,1338
1932551752666018672 ,6382886405921188060 ,5828
1943401871528076639 ,-1652469311467641984,2884
2007965506053575896 ,8217712736364394548 ,1296
3018477597755113547 ,-4383427925976837532,2043
4598025016433322182 ,-6032953878285540342,2972
4997528300297830977 ,-2498084582014429470,1921
5049959027086869363 ,-8714613529726824628,3282
5602245785061237038 ,475327060407514070  ,1296
5925519344790501494 ,-2209714333319565875,2531
6100524139813431632 ,-1843037069962836581,1050
6381873041093583154 ,6091689289007310276 ,1183
6605055440449213852 ,-2030977886066610622,1328
7389133282601414282 ,187123691878182345  ,1027
7871747628767178370 ,-2421143275206975306,1671
8857432932656682524 ,1816234862579105910 ,2084
9090640783522498836 ,476135616677260618  ,3862
9181171295236226766 ,-5825783656841140364,1466
-8800856954420026473,9034411090304042247 ,2195
-8354583715484812084,-232442968513540034 ,1859
-8354583715484812084,633087338846443428  ,1567
-8111233901869538425,2338338228961608296 ,3204
-8026554220441592583,6546948422644068577 ,3249
-7356281588370713987,-4894173984603446875,2247
-6458167211260881370,-7189858928044189094,1051
-6370465169341461479,67129535048934305   ,1308
-6032953878285540342,-1843037069962836581,3581
-5123806391895283158,1895831117862637425 ,1043
-5007303903936541828,-645147010875212004 ,1325
-4678795136086809460,1829182820780899682 ,1298
-4584259589746295249,-319213317550603216 ,11247
-4119471098201915446,-8705540068739447259,1011
-2876979887011961297,1215002096928707874 ,6052
-2234739453058822859,-8960197832379606737,2288
-2209714333319565875,-7952294823190575687,2715
-2030977886066610622,-7241306346921812835,1961
-2030977886066610622,431963907788558117  ,1502
-1808812747603547780,-4729589068185710698,1110
-1652469311467641984,-2209714333319565875,28312
-977966794734927473 ,-7952294823190575687,3219
-758527018290989534 ,-6370465169341461479,1369
-441503973431915681 ,-73500730170830284  ,2990
-319213317550603216 ,-4595461474310074429,1548
-319213317550603216 ,-3222624696690863942,2909
-319213317550603216 ,4038455739488905858 ,1098
-195293542193935170 ,3043621579077480904 ,1382
90275451384712336   ,-6976615727978322933,1281
633087338846443428  ,-4389296294014978424,3465
1932551752666018672 ,8221521381664606233 ,1687
2338338228961608296 ,-82939634550614629  ,3204
4024005794333692284 ,4093862199957464441 ,1033
4024005794333692284 ,7490588149625952520 ,1504
4282139899318826593 ,8693094688026702427 ,1348
5669810817728340014 ,1755457860918873138 ,1009
5938483825255926276 ,4109688446981792170 ,1145
6373727152685515717 ,7981328830805456387 ,1608
6482962707922207650 ,-2446107919545999447,2686
7145975412335589964 ,-1843037069962836581,1188
7490588149625952520 ,-1843037069962836581,4828
7871747628767178370 ,5014330170271960391 ,1414
8882278595402432043 ,6138678401118577959 ,1136
-9137191236732479290,-2209714333319565875,2023
-7952294823190575687,-2376203089953264870,1019
-7515309291958133185,9014183989093063301 ,1436
-6664691230212547061,-6079544356918891432,9542
-6032953878285540342,4598025016433322182 ,2972
-5745752302975025861,4018041505326134685 ,1037
-5650504082345576908,5690402462881397655 ,1058
-4729589068185710698,-758527018290989534 ,2145
-4678795136086809460,1932551752666018672 ,3648
-3926529187290102665,-319213317550603216 ,1393
-3478596020125486938,475327060407514070  ,1297
-3295792317031217963,-5123806391895283158,1140
